species_name	display_name	ah_id	ah_species	description	gprofiler_id	gprofiler_species	rdataclass	rdatadateadded	sourcetype	taxonomyid	title
Patella vulgata	Patella vulgata	AH115422	Patella vulgata	NCBI gene ID based annotations about Patella vulgata	pvgca932274485v1	Patella vulgata	OrgDb	2023-10-20	NCBI/UniProt	6465	org.Patella_vulgata.eg.sqlite
Pelecanus carbo	Pelecanus carbo	AH116149	Pelecanus carbo	NCBI gene ID based annotations about Pelecanus carbo	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9209	org.Pelecanus_carbo.eg.sqlite
Pelecanus crispus	Pelecanus crispus	AH116009	Pelecanus crispus	NCBI gene ID based annotations about Pelecanus crispus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	36300	org.Pelecanus_crispus.eg.sqlite
Pelodiscus sinensis	Pelodiscus sinensis	AH115454	Pelodiscus sinensis	NCBI gene ID based annotations about Pelodiscus sinensis	psinensis	Pelodiscus sinensis	OrgDb	2023-10-20	NCBI/UniProt	13735	org.Pelodiscus_sinensis.eg.sqlite
Pelteobagrus fulvidraco	Pelteobagrus fulvidraco	AH114662	Pelteobagrus fulvidraco	NCBI gene ID based annotations about Pelteobagrus fulvidraco	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	1234273	org.Pelteobagrus_fulvidraco.eg.sqlite
Penaeus bubulus	Penaeus bubulus	AH114846	Penaeus bubulus	NCBI gene ID based annotations about Penaeus bubulus	pmgca015228065v1	Penaeus monodon	OrgDb	2023-10-20	NCBI/UniProt	6687	org.Penaeus_bubulus.eg.sqlite
Perca chuatsi	Perca chuatsi	AH115213	Perca chuatsi	NCBI gene ID based annotations about Perca chuatsi	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	119488	org.Perca_chuatsi.eg.sqlite
Perca fluviatilis	Perca fluviatilis	AH114768	Perca fluviatilis	NCBI gene ID based annotations about Perca fluviatilis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	8168	org.Perca_fluviatilis.eg.sqlite
Periophthalmus magnuspinnatus	Periophthalmus magnuspinnatus	AH115467	Periophthalmus magnuspinnatus	NCBI gene ID based annotations about Periophthalmus magnuspinnatus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	409849	org.Periophthalmus_magnuspinnatus.eg.sqlite
Perkinsus marinus_ATCC_50983	Perkinsus marinus_ATCC_50983	AH115037	Perkinsus marinus_ATCC_50983	NCBI gene ID based annotations about Perkinsus marinus_ATCC_50983	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	423536	org.Perkinsus_marinus_ATCC_50983.eg.sqlite
Perognathus longimembris_pacificus	Perognathus longimembris_pacificus	AH114991	Perognathus longimembris_pacificus	NCBI gene ID based annotations about Perognathus longimembris_pacificus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	214514	org.Perognathus_longimembris_pacificus.eg.sqlite
Peromyscus californicus_insignis	Peromyscus californicus_insignis	AH114806	Peromyscus californicus_insignis	NCBI gene ID based annotations about Peromyscus californicus_insignis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	564181	org.Peromyscus_californicus_insignis.eg.sqlite
Peromyscus leucopus	Peromyscus leucopus	AH114767	Peromyscus leucopus	NCBI gene ID based annotations about Peromyscus leucopus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	10041	org.Peromyscus_leucopus.eg.sqlite
Peromyscus maniculatus_bairdii	Peromyscus maniculatus_bairdii	AH114530	Peromyscus maniculatus_bairdii	NCBI gene ID based annotations about Peromyscus maniculatus_bairdii	pmbairdii	Peromyscus maniculatus bairdii	OrgDb	2023-10-20	NCBI/UniProt	230844	org.Peromyscus_maniculatus_bairdii.eg.sqlite
Peronospora halstedii	Peronospora halstedii	AH116017	Peronospora halstedii	NCBI gene ID based annotations about Peronospora halstedii	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	4781	org.Peronospora_halstedii.eg.sqlite
Pestalotiopsis fici_W106-1	Pestalotiopsis fici_W106-1	AH116040	Pestalotiopsis fici_W106-1	NCBI gene ID based annotations about Pestalotiopsis fici_W106-1	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	1229662	org.Pestalotiopsis_fici_W106-1.eg.sqlite
Petromyzon marinus	Petromyzon marinus	AH115576	Petromyzon marinus	NCBI gene ID based annotations about Petromyzon marinus	pmarinus	Petromyzon marinus	OrgDb	2023-10-20	NCBI/UniProt	7757	org.Petromyzon_marinus.eg.sqlite
Pezoporus wallicus	Pezoporus wallicus	AH115667	Pezoporus wallicus	NCBI gene ID based annotations about Pezoporus wallicus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	35540	org.Pezoporus_wallicus.eg.sqlite
Phacochoerus africanus	Phacochoerus africanus	AH115194	Phacochoerus africanus	NCBI gene ID based annotations about Phacochoerus africanus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	41426	org.Phacochoerus_africanus.eg.sqlite
Phaethon lepturus	Phaethon lepturus	AH116026	Phaethon lepturus	NCBI gene ID based annotations about Phaethon lepturus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	97097	org.Phaethon_lepturus.eg.sqlite
Phalaenopsis equestris	Phalaenopsis equestris	AH115583	Phalaenopsis equestris	NCBI gene ID based annotations about Phalaenopsis equestris	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	78828	org.Phalaenopsis_equestris.eg.sqlite
Phascolarctos cinereus	Phascolarctos cinereus	AH114773	Phascolarctos cinereus	NCBI gene ID based annotations about Phascolarctos cinereus	pcinereus	Phascolarctos cinereus	OrgDb	2023-10-20	NCBI/UniProt	38626	org.Phascolarctos_cinereus.eg.sqlite
Phascum patens	Phascum patens	AH115498	Phascum patens	NCBI gene ID based annotations about Phascum patens	ppatens	Physcomitrium patens	OrgDb	2023-10-20	NCBI/UniProt	3218	org.Phascum_patens.eg.sqlite
Phaseolus angularis	Phaseolus angularis	AH114814	Phaseolus angularis	NCBI gene ID based annotations about Phaseolus angularis	vangularis	Vigna angularis	OrgDb	2023-10-20	NCBI/UniProt	3914	org.Phaseolus_angularis.eg.sqlite
Phaseolus calcaratus	Phaseolus calcaratus	AH115001	Phaseolus calcaratus	NCBI gene ID based annotations about Phaseolus calcaratus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	87088	org.Phaseolus_calcaratus.eg.sqlite
Phaseolus unguiculatus	Phaseolus unguiculatus	AH114646	Phaseolus unguiculatus	NCBI gene ID based annotations about Phaseolus unguiculatus	vunguiculata	Vigna unguiculata	OrgDb	2023-10-20	NCBI/UniProt	3917	org.Phaseolus_unguiculatus.eg.sqlite
Phaseolus vulgaris	Phaseolus vulgaris	AH115162	Phaseolus vulgaris	NCBI gene ID based annotations about Phaseolus vulgaris	pvulgaris	Phaseolus vulgaris	OrgDb	2023-10-20	NCBI/UniProt	3885	org.Phaseolus_vulgaris.eg.sqlite
Phasianus colchicus	Phasianus colchicus	AH115690	Phasianus colchicus	NCBI gene ID based annotations about Phasianus colchicus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9054	org.Phasianus_colchicus.eg.sqlite
Phoca vitulina	Phoca vitulina	AH115175	Phoca vitulina	NCBI gene ID based annotations about Phoca vitulina	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9720	org.Phoca_vitulina.eg.sqlite
Phocoena sinus	Phocoena sinus	AH115327	Phocoena sinus	NCBI gene ID based annotations about Phocoena sinus	psinus	Phocoena sinus	OrgDb	2023-10-20	NCBI/UniProt	42100	org.Phocoena_sinus.eg.sqlite
Phodopus roborovskii	Phodopus roborovskii	AH115345	Phodopus roborovskii	NCBI gene ID based annotations about Phodopus roborovskii	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	109678	org.Phodopus_roborovskii.eg.sqlite
Phoenix dactylifera	Phoenix dactylifera	AH114525	Phoenix dactylifera	NCBI gene ID based annotations about Phoenix dactylifera	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	42345	org.Phoenix_dactylifera.eg.sqlite
Photinus pyralis	Photinus pyralis	AH115466	Photinus pyralis	NCBI gene ID based annotations about Photinus pyralis	ppgca008802855v1rs	Photinus pyralis	OrgDb	2023-10-20	NCBI/UniProt	7054	org.Photinus_pyralis.eg.sqlite
Phycomyces blakesleeanus_NRRL_1555(-)	Phycomyces blakesleeanus_NRRL_1555(-)	AH115877	Phycomyces blakesleeanus_NRRL_1555(-)	NCBI gene ID based annotations about Phycomyces blakesleeanus_NRRL_1555(-)	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	763407	org.Phycomyces_blakesleeanus_NRRL_1555(-).eg.sqlite
Phyllostomus discolor	Phyllostomus discolor	AH114801	Phyllostomus discolor	NCBI gene ID based annotations about Phyllostomus discolor	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	89673	org.Phyllostomus_discolor.eg.sqlite
Phyllostomus hastatus	Phyllostomus hastatus	AH115066	Phyllostomus hastatus	NCBI gene ID based annotations about Phyllostomus hastatus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9423	org.Phyllostomus_hastatus.eg.sqlite
Physeter catodon	Physeter catodon	AH115019	Physeter catodon	NCBI gene ID based annotations about Physeter catodon	pcatodon	Physeter macrocephalus	OrgDb	2023-10-20	NCBI/UniProt	9755	org.Physeter_catodon.eg.sqlite
Phytophthora infestans_strain_T30-4	Phytophthora infestans_strain_T30-4	AH115696	Phytophthora infestans_strain_T30-4	NCBI gene ID based annotations about Phytophthora infestans_strain_T30-4	pinfestans	Phytophthora infestans T30-4	OrgDb	2023-10-20	NCBI/UniProt	403677	org.Phytophthora_infestans_strain_T30-4.eg.sqlite
Phytophthora parasitica_INRA-310	Phytophthora parasitica_INRA-310	AH115528	Phytophthora parasitica_INRA-310	NCBI gene ID based annotations about Phytophthora parasitica_INRA-310	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	761204	org.Phytophthora_parasitica_INRA-310.eg.sqlite
Phytophthora sojae	Phytophthora sojae	AH115171	Phytophthora sojae	NCBI gene ID based annotations about Phytophthora sojae	psojae	Phytophthora sojae	OrgDb	2023-10-20	NCBI/UniProt	67593	org.Phytophthora_sojae.eg.sqlite
Pimephales promelas	Pimephales promelas	AH114526	Pimephales promelas	NCBI gene ID based annotations about Pimephales promelas	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	90988	org.Pimephales_promelas.eg.sqlite
Pipistrellus kuhlii	Pipistrellus kuhlii	AH115073	Pipistrellus kuhlii	NCBI gene ID based annotations about Pipistrellus kuhlii	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	59472	org.Pipistrellus_kuhlii.eg.sqlite
Pipra filicauda	Pipra filicauda	AH115627	Pipra filicauda	NCBI gene ID based annotations about Pipra filicauda	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	649802	org.Pipra_filicauda.eg.sqlite
Pistacia vera	Pistacia vera	AH114382	Pistacia vera	NCBI gene ID based annotations about Pistacia vera	pvera	Pistacia vera	OrgDb	2023-10-20	NCBI/UniProt	55513	org.Pistacia_vera.eg.sqlite
Pisum sativum	Pisum sativum	AH114249	Pisum sativum	NCBI gene ID based annotations about Pisum sativum	psativum	Lathyrus oleraceus	OrgDb	2023-10-20	NCBI/UniProt	3888	org.Pisum_sativum.eg.sqlite
Plasmodium falciparum	Plasmodium falciparum	NA	Plasmodium falciparum	NCBI gene ID based annotations about Plasmodium falciparum	pfalciparum	Plasmodium falciparum 3D7	OrgDb	2023-10-03	NCBI/ensembl	36329	org.Pf.plasmo.db
Platypoecilus maculatus	Platypoecilus maculatus	AH115258	Platypoecilus maculatus	NCBI gene ID based annotations about Platypoecilus maculatus	xmaculatus	Xiphophorus maculatus	OrgDb	2023-10-20	NCBI/UniProt	8083	org.Platypoecilus_maculatus.eg.sqlite
Pleuronectes maximus	Pleuronectes maximus	AH115314	Pleuronectes maximus	NCBI gene ID based annotations about Pleuronectes maximus	smaximus	Scophthalmus maximus	OrgDb	2023-10-20	NCBI/UniProt	52904	org.Pleuronectes_maximus.eg.sqlite
Pleuronectes platessa	Pleuronectes platessa	AH114485	Pleuronectes platessa	NCBI gene ID based annotations about Pleuronectes platessa	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	8262	org.Pleuronectes_platessa.eg.sqlite
Pleuronectes solea	Pleuronectes solea	AH114512	Pleuronectes solea	NCBI gene ID based annotations about Pleuronectes solea	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	90069	org.Pleuronectes_solea.eg.sqlite
Plodia interpunctella	Plodia interpunctella	AH116122	Plodia interpunctella	NCBI gene ID based annotations about Plodia interpunctella	pigca027563975v1rs	Plodia interpunctella	OrgDb	2023-10-20	NCBI/UniProt	58824	org.Plodia_interpunctella.eg.sqlite
Plutella xylostella	Plutella xylostella	AH115921	Plutella xylostella	NCBI gene ID based annotations about Plutella xylostella	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	51655	org.Plutella_xylostella.eg.sqlite
Pneumatophorus japonicus	Pneumatophorus japonicus	AH114764	Pneumatophorus japonicus	NCBI gene ID based annotations about Pneumatophorus japonicus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	13676	org.Pneumatophorus_japonicus.eg.sqlite
Poecilia mexicana	Poecilia mexicana	AH114873	Poecilia mexicana	NCBI gene ID based annotations about Poecilia mexicana	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	48701	org.Poecilia_mexicana.eg.sqlite
Poeciliopsis prolifica	Poeciliopsis prolifica	AH115089	Poeciliopsis prolifica	NCBI gene ID based annotations about Poeciliopsis prolifica	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	188132	org.Poeciliopsis_prolifica.eg.sqlite
Poephila guttata	Poephila guttata	AH115577	Poephila guttata	NCBI gene ID based annotations about Poephila guttata	tguttata	Taeniopygia guttata	OrgDb	2023-10-20	NCBI/UniProt	59729	org.Poephila_guttata.eg.sqlite
Pollicipes cornucopia	Pollicipes cornucopia	AH115403	Pollicipes cornucopia	NCBI gene ID based annotations about Pollicipes cornucopia	ppgca011947565v2	Pollicipes pollicipes	OrgDb	2023-10-20	NCBI/UniProt	41117	org.Pollicipes_cornucopia.eg.sqlite
Polyodon spathula	Polyodon spathula	AH114502	Polyodon spathula	NCBI gene ID based annotations about Polyodon spathula	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	7913	org.Polyodon_spathula.eg.sqlite
Polypterus senegalus	Polypterus senegalus	AH115051	Polypterus senegalus	NCBI gene ID based annotations about Polypterus senegalus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	55291	org.Polypterus_senegalus.eg.sqlite
Pomacea canaliculata	Pomacea canaliculata	AH115469	Pomacea canaliculata	NCBI gene ID based annotations about Pomacea canaliculata	pcgca003073045v1	Pomacea canaliculata	OrgDb	2023-10-20	NCBI/UniProt	400727	org.Pomacea_canaliculata.eg.sqlite
Pomacentrus partitus	Pomacentrus partitus	AH115496	Pomacentrus partitus	NCBI gene ID based annotations about Pomacentrus partitus	spartitus	Stegastes partitus	OrgDb	2023-10-20	NCBI/UniProt	144197	org.Pomacentrus_partitus.eg.sqlite
Pongo abelii	Pongo abelii	AH114352	Pongo abelii	NCBI gene ID based annotations about Pongo abelii	pabelii	Pongo abelii	OrgDb	2023-10-20	NCBI/UniProt	9601	org.Pongo_abelii.eg.sqlite
Pongo pygmaeus	Pongo pygmaeus	AH114453	Pongo pygmaeus	NCBI gene ID based annotations about Pongo pygmaeus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9600	org.Pongo_pygmaeus.eg.sqlite
Populus alba	Populus alba	AH114533	Populus alba	NCBI gene ID based annotations about Populus alba	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	43335	org.Populus_alba.eg.sqlite
Populus balsamifera_subsp._trichocarpa	Populus balsamifera_subsp._trichocarpa	AH114624	Populus balsamifera_subsp._trichocarpa	NCBI gene ID based annotations about Populus balsamifera_subsp._trichocarpa	ptrichocarpa	Populus trichocarpa	OrgDb	2023-10-20	NCBI/UniProt	3694	org.Populus_balsamifera_subsp._trichocarpa.eg.sqlite
Populus diversifolia	Populus diversifolia	AH114558	Populus diversifolia	NCBI gene ID based annotations about Populus diversifolia	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	75702	org.Populus_diversifolia.eg.sqlite
Presbytis francoisi	Presbytis francoisi	AH114486	Presbytis francoisi	NCBI gene ID based annotations about Presbytis francoisi	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	54180	org.Presbytis_francoisi.eg.sqlite
Priapula caudata	Priapula caudata	AH115835	Priapula caudata	NCBI gene ID based annotations about Priapula caudata	pcgca000485595v2	Priapulus caudatus	OrgDb	2023-10-20	NCBI/UniProt	37621	org.Priapula_caudata.eg.sqlite
Pristis pectinata	Pristis pectinata	AH115610	Pristis pectinata	NCBI gene ID based annotations about Pristis pectinata	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	685728	org.Pristis_pectinata.eg.sqlite
Procambarus clarkii	Procambarus clarkii	AH114942	Procambarus clarkii	NCBI gene ID based annotations about Procambarus clarkii	pcgca020424385v2	Procambarus clarkii	OrgDb	2023-10-20	NCBI/UniProt	6728	org.Procambarus_clarkii.eg.sqlite
Propithecus coquereli	Propithecus coquereli	AH115551	Propithecus coquereli	NCBI gene ID based annotations about Propithecus coquereli	pcoquereli	Propithecus coquereli	OrgDb	2023-10-20	NCBI/UniProt	379532	org.Propithecus_coquereli.eg.sqlite
Prosopis alba	Prosopis alba	AH114296	Prosopis alba	NCBI gene ID based annotations about Prosopis alba	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	207710	org.Prosopis_alba.eg.sqlite
Prosopis cineraria	Prosopis cineraria	AH114457	Prosopis cineraria	NCBI gene ID based annotations about Prosopis cineraria	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	364024	org.Prosopis_cineraria.eg.sqlite
Protobothrops mucrosquamatus	Protobothrops mucrosquamatus	AH115570	Protobothrops mucrosquamatus	NCBI gene ID based annotations about Protobothrops mucrosquamatus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	103944	org.Protobothrops_mucrosquamatus.eg.sqlite
Psammomys obesus	Psammomys obesus	AH115163	Psammomys obesus	NCBI gene ID based annotations about Psammomys obesus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	48139	org.Psammomys_obesus.eg.sqlite
Pseudochaenichthys georgianus	Pseudochaenichthys georgianus	AH115035	Pseudochaenichthys georgianus	NCBI gene ID based annotations about Pseudochaenichthys georgianus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	52239	org.Pseudochaenichthys_georgianus.eg.sqlite
Pseudoliparis swirei	Pseudoliparis swirei	AH115405	Pseudoliparis swirei	NCBI gene ID based annotations about Pseudoliparis swirei	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	2059687	org.Pseudoliparis_swirei.eg.sqlite
Pterocles gutturalis	Pterocles gutturalis	AH116084	Pterocles gutturalis	NCBI gene ID based annotations about Pterocles gutturalis	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	240206	org.Pterocles_gutturalis.eg.sqlite
Pteronotus mesoamericanus	Pteronotus mesoamericanus	AH115228	Pteronotus mesoamericanus	NCBI gene ID based annotations about Pteronotus mesoamericanus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	1884717	org.Pteronotus_mesoamericanus.eg.sqlite
Pteropus alecto	Pteropus alecto	AH114471	Pteropus alecto	NCBI gene ID based annotations about Pteropus alecto	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9402	org.Pteropus_alecto.eg.sqlite
Pteropus egyptiacus	Pteropus egyptiacus	AH114521	Pteropus egyptiacus	NCBI gene ID based annotations about Pteropus egyptiacus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	9407	org.Pteropus_egyptiacus.eg.sqlite
Pteropus vampyrus	Pteropus vampyrus	AH114396	Pteropus vampyrus	NCBI gene ID based annotations about Pteropus vampyrus	pvampyrus	Pteropus vampyrus	OrgDb	2023-10-20	NCBI/UniProt	132908	org.Pteropus_vampyrus.eg.sqlite
Puccinia graminis_f._sp._tritici_CRL_75-36-700-3	Puccinia graminis_f._sp._tritici_CRL_75-36-700-3	AH115920	Puccinia graminis_f._sp._tritici_CRL_75-36-700-3	NCBI gene ID based annotations about Puccinia graminis_f._sp._tritici_CRL_75-36-700-3	pgraminis	Puccinia graminis f. sp. tritici CRL 75-36-700-3	OrgDb	2023-10-20	NCBI/UniProt	418459	org.Puccinia_graminis_f._sp._tritici_CRL_75-36-700-3.eg.sqlite
Puccinia striiformis_f._sp._tritici	Puccinia striiformis_f._sp._tritici	AH115791	Puccinia striiformis_f._sp._tritici	NCBI gene ID based annotations about Puccinia striiformis_f._sp._tritici	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	168172	org.Puccinia_striiformis_f._sp._tritici.eg.sqlite
Punica granatum	Punica granatum	AH115048	Punica granatum	NCBI gene ID based annotations about Punica granatum	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	22663	org.Punica_granatum.eg.sqlite
Pygathrix bieti	Pygathrix bieti	AH114702	Pygathrix bieti	NCBI gene ID based annotations about Pygathrix bieti	rbieti	Rhinopithecus bieti	OrgDb	2023-10-20	NCBI/UniProt	61621	org.Pygathrix_bieti.eg.sqlite
Pygathrix roxellana	Pygathrix roxellana	AH114603	Pygathrix roxellana	NCBI gene ID based annotations about Pygathrix roxellana	rroxellana	Rhinopithecus roxellana	OrgDb	2023-10-20	NCBI/UniProt	61622	org.Pygathrix_roxellana.eg.sqlite
Pygocentrus nattereri	Pygocentrus nattereri	AH114928	Pygocentrus nattereri	NCBI gene ID based annotations about Pygocentrus nattereri	pnattereri	Pygocentrus nattereri	OrgDb	2023-10-20	NCBI/UniProt	42514	org.Pygocentrus_nattereri.eg.sqlite
Pyrus x_bretschneideri	Pyrus x_bretschneideri	AH114358	Pyrus x_bretschneideri	NCBI gene ID based annotations about Pyrus x_bretschneideri	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	225117	org.Pyrus_x_bretschneideri.eg.sqlite
Python bivittatus	Python bivittatus	AH115564	Python bivittatus	NCBI gene ID based annotations about Python bivittatus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	176946	org.Python_bivittatus.eg.sqlite
Quercus lobata	Quercus lobata	AH114333	Quercus lobata	NCBI gene ID based annotations about Quercus lobata	qlobata	Quercus lobata	OrgDb	2023-10-20	NCBI/UniProt	97700	org.Quercus_lobata.eg.sqlite
Quercus robur	Quercus robur	AH114350	Quercus robur	NCBI gene ID based annotations about Quercus robur	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	38942	org.Quercus_robur.eg.sqlite
Quercus suber	Quercus suber	AH114342	Quercus suber	NCBI gene ID based annotations about Quercus suber	qsuber	Quercus suber	OrgDb	2023-10-20	NCBI/UniProt	58331	org.Quercus_suber.eg.sqlite
Rana temporaria	Rana temporaria	AH114472	Rana temporaria	NCBI gene ID based annotations about Rana temporaria	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	8407	org.Rana_temporaria.eg.sqlite
Raphanus sativus	Raphanus sativus	AH114251	Raphanus sativus	NCBI gene ID based annotations about Raphanus sativus	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	3726	org.Raphanus_sativus.eg.sqlite
Rhagoletis pomonella	Rhagoletis pomonella	AH115423	Rhagoletis pomonella	NCBI gene ID based annotations about Rhagoletis pomonella	rpgca013731165v1	Rhagoletis pomonella	OrgDb	2023-10-20	NCBI/UniProt	28610	org.Rhagoletis_pomonella.eg.sqlite
Rhagoletis zephyria	Rhagoletis zephyria	AH115150	Rhagoletis zephyria	NCBI gene ID based annotations about Rhagoletis zephyria	NA	NA	OrgDb	2023-10-20	NCBI/UniProt	28612	org.Rhagoletis_zephyria.eg.sqlite
